Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,Fuel_Consumption_Comb,CO2_Emissions
31,8,3.5,6,22,3,11,8.2,9.8,29,225
31,8,3.5,6,22,3,11.2,8.3,9.9,29,228
31,7,2,4,19,3,9.7,9,9.4,30,216
31,11,3.5,6,19,3,11.9,8.6,10.4,27,239
31,11,3.5,6,19,3,12.1,8.9,10.7,26,246
31,11,3.5,6,19,3,12.7,9,11,26,253
31,12,2.5,4,19,3,9.1,8.5,8.8,32,202
31,4,3.5,6,19,3,12,8.7,10.5,27,242
31,11,2.5,4,19,3,9.2,7.2,8.3,34,191
31,11,2.5,4,19,3,9.5,7.4,8.5,33,196
31,6,5.6,8,2,3,18.4,13.3,16.1,18,370
31,6,5.6,8,2,3,19.7,14.3,17.2,16,396
31,2,1.8,4,19,3,8,6.1,7.2,39,166
31,2,1.8,4,25,3,8.9,6.6,7.9,36,182
31,0,1.6,4,19,3,7.5,6,6.8,42,156
31,0,1.6,4,24,3,8.6,6.5,7.7,37,177
31,11,4,6,2,3,16,12,14.2,20,327
31,11,4,6,25,3,16,12.3,14.4,20,331
32,3,3.4,6,9,4,11.6,8.4,10.1,28,232
32,3,3.4,6,26,4,12.3,8.6,10.6,27,244
32,3,3.4,6,9,4,11.5,8.3,10.1,28,232
32,3,3.4,6,26,4,12.3,8.7,10.7,26,246
32,3,3.4,6,9,4,11.6,8.5,10.2,28,235
32,3,3.4,6,26,4,12.3,8.7,10.7,26,246
32,3,3.4,6,9,4,11.9,8.7,10.5,27,242
32,3,3.4,6,26,4,12.5,9,10.9,26,251
32,3,3.8,6,9,4,12.6,9.2,11.1,25,255
32,3,3.8,6,26,4,13,9.2,11.3,25,260
32,3,3.8,6,9,4,13.1,9.4,11.4,25,262
32,3,3.8,6,26,4,13.4,9.3,11.6,24,267
32,3,3.8,6,9,4,12.2,8.9,10.7,26,246
32,3,3.8,6,26,4,12.6,8.9,11,26,253
32,3,3.8,6,9,4,12.5,9,11,26,253
32,3,3.8,6,26,4,12.9,9.2,11.2,25,258
32,3,3.8,6,9,4,12.6,9,11,26,253
32,3,3.8,6,26,4,12.9,9,11.2,25,258
32,3,3.8,6,9,4,12.6,9.2,11.1,25,255
32,3,3.8,6,26,4,13.4,9.3,11.6,24,267
32,3,3.8,6,9,4,11.9,8.7,10.5,27,242
32,3,3.8,6,26,4,12.4,8.7,10.7,26,246
32,3,3.8,6,9,4,12.2,8.7,10.6,27,244
32,3,3.8,6,26,4,12.5,8.9,10.9,26,251
32,13,3.8,6,9,4,16,11.5,14,20,322
32,3,3.4,6,9,4,12.3,8.9,10.8,26,248
32,3,3.4,6,26,4,12.9,9,11.1,25,255
32,3,3.8,6,9,4,12.8,9.3,11.2,25,258
32,3,3.8,6,26,4,13.1,9.2,11.4,25,262
32,3,3.8,6,9,4,13.7,9.6,11.9,24,274
32,3,3.8,6,9,4,13.7,9.6,11.9,24,274
32,3,3.8,6,9,4,13.7,9.6,11.9,24,274
32,3,3.8,6,9,4,13.7,9.6,11.9,24,274
32,13,2.7,6,9,4,10.7,7.4,9.2,31,212
32,13,2.7,6,25,4,11.5,7.9,9.9,29,228
32,13,3.4,6,9,4,10.9,7.7,9.5,30,218
32,13,3.4,6,25,4,12.1,8.9,10.7,26,246
32,13,3.4,6,9,4,11.3,7.9,9.8,29,225
32,13,3.4,6,25,4,11.9,8.6,10.4,27,239
32,12,3,6,5,0,11.8,8.1,10.2,28,277
32,12,3.6,6,5,4,14.3,9.6,12.2,23,286
32,12,4.8,8,5,4,16.7,11.2,14.2,20,327
32,13,2.7,6,9,4,10.7,7.4,9.2,31,212
32,13,2.7,6,25,4,11.5,7.9,9.9,29,228
32,13,3.4,6,9,4,10.9,7.7,9.5,30,218
32,13,3.4,6,25,4,12.1,8.9,10.7,26,246
32,13,3.4,6,9,4,11.3,7.9,9.8,29,225
32,13,3.4,6,25,4,11.9,8.6,10.4,27,239
32,11,3,6,4,4,13.7,10.3,12.2,23,281
32,11,3.6,6,4,4,14.2,10.1,12.3,23,283
32,1,3.6,6,9,4,12.9,8.4,10.9,26,251
32,1,3.6,6,9,4,13.1,8.7,11.1,25,255
32,1,3,6,9,4,13.4,8.8,11.4,25,262
32,1,3,6,9,4,13.7,8.9,11.5,25,264
32,1,4.8,8,9,4,15.1,9.7,12.7,22,292
32,1,3,6,9,4,13.4,8.8,11.4,25,262
32,1,4.8,8,9,4,15.3,9.7,12.8,22,294
32,1,4.8,8,9,4,15.4,9.8,12.9,22,297
32,1,4.8,8,9,4,15.3,9.7,12.8,22,294
32,1,4.8,8,9,4,15.4,9.8,12.9,22,297
33,6,3.6,6,5,3,13.9,9.5,11.9,24,274
33,6,3.6,6,5,3,13.9,9.5,11.9,24,274
33,6,3.6,6,5,1,19.4,13.6,16.8,17,269
33,6,3.6,6,5,3,12.9,9.3,11.3,25,260
33,6,5.7,8,3,3,17.1,12,14.8,19,340
33,6,5.7,8,5,3,15.7,10.9,13.6,21,313
33,6,3,6,5,0,11.5,8.4,10.1,28,273
33,6,3,6,5,0,11.3,8,9.8,29,265
33,6,3.6,6,5,3,14.6,10.1,12.6,22,290
33,6,3.6,6,5,3,14.6,10.1,12.6,22,290
33,6,3.6,6,5,1,20.5,14.5,17.8,16,285
33,6,5.7,8,3,3,17.7,12.7,15.4,18,354
33,6,5.7,8,5,3,16.2,11.5,14.1,20,324
33,6,3,6,5,0,12.1,8.8,10.6,27,286
33,4,3.6,6,3,3,13.3,9.1,11.4,25,262
33,4,3.6,6,3,1,18.6,12.7,15.9,18,254
33,7,2.4,4,6,3,11.2,8.1,9.8,29,225
34,1,6.6,12,17,4,19.2,12.4,16.1,18,370
34,1,6.6,12,17,4,19.2,12.4,16.1,18,370
34,1,6.7,12,17,4,20.9,12.7,17.2,16,396
34,1,6.7,12,17,4,20.7,12.9,17.2,16,396
34,0,6.7,12,17,4,20.9,12.7,17.2,16,396
34,0,6.7,12,17,4,20.7,12.9,17.2,16,396
34,2,6.6,12,17,4,18.7,11.8,15.6,18,359
35,3,2,4,15,4,9.6,7,8.4,34,193
35,3,2,4,25,4,10.9,7.9,9.6,29,221
35,3,1.3,4,19,3,6.5,6.3,6.4,44,147
35,0,2.5,4,15,3,10.2,7.6,9,31,207
35,0,2.5,4,25,3,10.2,7.7,9,31,207
35,9,2.4,4,13,3,10.9,8.5,9.8,29,225
35,9,2.4,4,24,3,10.8,8.5,9.8,29,225
36,13,1,3,7,4,6.8,6.2,6.5,43,150
36,13,1,3,7,4,6.8,6.2,6.5,43,150
38,3,2,4,15,4,9.6,7,8.4,34,193
38,3,2,4,25,4,10.9,7.9,9.6,29,221
38,11,2,4,23,4,10.2,8.5,9.4,30,216
38,11,2.5,4,21,3,9.6,7.5,8.7,32,200
38,11,2.5,4,25,3,10.6,8.4,9.6,29,221
38,0,2,4,21,3,8.5,6.4,7.6,37,175
38,0,2,4,24,3,9.5,7,8.4,34,193
38,9,2,4,21,3,8.5,6.4,7.6,37,175
38,9,2,4,24,3,9.5,7,8.4,34,193
38,2,2.5,4,21,3,9,6.5,7.9,36,182
38,2,2.5,4,25,3,10.7,7.8,9.4,30,216
38,2,3.6,6,21,3,11.9,8.2,10.2,28,235
38,11,2.5,4,21,3,9.3,7.1,8.3,34,191
38,11,2.5,4,25,3,11,8.2,9.7,29,223
38,11,3.6,6,21,3,12,8.6,10.5,27,242
38,0,2,4,23,4,12.4,9.4,11.1,25,255
38,0,2,4,25,4,11.1,8.3,9.8,29,225
38,0,2.5,4,25,4,13.8,10.2,12.2,23,281
38,11,2,4,21,3,9.1,7,8.1,35,186
38,11,2,4,24,3,10.2,7.7,9.1,31,209
38,11,2,4,21,3,7.9,6.9,7.5,38,173
39,12,4,6,14,3,14.2,11.1,12.8,22,294
39,12,4,6,14,3,14.2,11.1,12.8,22,294
39,2,3.5,6,15,3,11.3,7.5,9.6,29,221
39,2,2.5,4,15,3,9.7,6.9,8.4,34,193
39,2,3.5,6,15,3,11,7.7,9.5,30,218
39,2,2.5,4,19,3,5.5,6,5.7,50,131
39,2,2.5,4,19,3,5.7,6.1,5.9,48,136
39,2,1.8,4,1,3,8.6,6.5,7.6,37,175
39,2,1.8,4,22,3,7.9,6.1,7.1,40,163
39,2,1.8,4,19,3,8.2,6.2,7.3,39,168
39,2,1.8,4,25,3,8.3,6.2,7.4,38,170
39,2,1.8,4,19,3,7.7,5.6,6.8,42,156
39,2,1.8,4,19,3,7.7,6,6.9,41,159
39,11,2.7,4,15,3,11.7,9.5,10.7,26,246
39,11,3.5,6,15,3,12.5,9.3,11.1,25,255
39,12,3.5,6,15,3,13,9.8,11.6,24,267
39,12,3.5,6,21,3,8.6,8.5,8.5,33,196
39,12,3.5,6,21,3,8.4,8.3,8.4,34,193
39,2,1.8,4,19,3,4.6,4.9,4.7,60,108
39,0,1.5,4,19,3,4.5,5.1,4.8,59,110
39,8,1.8,4,19,3,5.4,5.8,5.6,50,129
39,11,2.5,4,15,3,10,7.6,8.9,32,205
39,11,2.5,4,15,3,10.5,8.2,9.5,30,218
39,11,2.5,4,15,3,10,7.6,8.9,32,205
39,11,2.5,4,15,3,10.7,8.3,9.6,29,221
39,12,5.7,8,15,3,18.8,14,16.6,17,382
39,4,3.5,6,15,3,13,9.5,11.4,25,262
39,4,3.5,6,15,3,14.4,10.2,12.5,23,288
39,5,2.7,4,1,3,12.2,9.9,11.2,25,258
39,5,2.7,4,24,3,11.3,9.5,10.5,27,242
39,5,4,6,25,3,14.5,11.3,13.1,22,301
39,5,2.7,4,1,3,13.1,11.3,12.3,23,283
39,5,2.7,4,24,3,12.9,11.5,12.3,23,283
39,5,4,6,2,3,14.8,11.6,13.4,21,308
39,5,4,6,25,3,15.3,12.3,14,20,322
39,6,4.6,8,15,3,15.9,12.3,14.3,20,329
39,6,5.7,8,15,3,17.2,12.8,15.2,19,350
39,6,4.6,8,15,3,16.9,12.8,15.1,19,347
39,6,5.7,8,15,3,18.5,14.2,16.6,17,382
39,11,2.7,4,15,3,11.6,9,10.4,27,239
39,11,3.5,6,15,3,12.5,9,10.9,26,251
39,11,2.7,4,15,3,11.6,9.2,10.5,27,242
39,11,3.5,6,15,3,12.8,9.3,11.3,25,260
39,0,1.5,4,1,3,7.8,6.6,7.3,39,168
39,0,1.5,4,24,3,7.7,6.3,7.1,40,163
40,0,1.8,4,15,3,9.6,7.2,8.5,33,196
40,0,1.8,4,24,3,9.9,7.2,8.7,32,200
40,0,2,4,8,4,10,7.9,9.1,31,209
40,0,2,4,25,4,10.4,7.7,9.2,31,212
40,0,2,4,8,0,7.6,5.7,6.9,41,183
40,0,2,4,25,0,7.6,5.7,6.9,41,184
40,10,1.8,4,15,3,9.8,7.3,8.7,32,200
40,10,2,4,8,4,10.3,8.2,9.4,30,216
40,10,2,4,25,4,10.4,7.7,9.2,31,212
40,0,2,4,8,4,10.7,7.7,9.3,30,214
40,0,2,4,25,4,11.4,7.4,9.6,29,221
40,0,3.6,6,15,4,13.9,9.3,11.8,24,271
40,10,2,4,8,4,10.8,7.8,9.5,30,219
40,0,1.8,4,15,3,9.3,6.5,8.1,35,186
40,0,1.8,4,24,3,9.3,6.4,8,35,184
40,0,2,4,8,0,7.6,5.5,6.5,43,177
40,0,2,4,25,0,7.8,5.2,6.5,43,178
40,0,2,4,8,4,9.5,7.2,8.5,33,196
40,0,2,4,25,4,9.4,6.9,8.3,34,191
40,9,1.8,4,15,3,9.4,6.8,8.2,34,193
40,9,1.8,4,24,3,9.5,6.6,8.2,34,189
40,9,2,4,8,0,7.6,5.6,6.7,42,180
40,9,2,4,25,0,7.6,5.5,6.7,42,179
40,0,1.8,4,15,3,9.3,6.3,7.9,36,182
40,0,1.8,4,24,3,9.3,6.3,8,35,184
40,0,2,4,15,3,10.4,7,8.9,32,205
40,0,2,4,24,3,9.5,6.9,8.4,34,193
40,0,2,4,8,0,7.6,5.2,6.5,43,175
40,0,2,4,25,0,7.6,5.1,6.5,43,176
40,0,2,4,8,4,10,7.3,8.8,32,202
40,0,2,4,25,4,10.3,7.2,8.9,32,205
40,0,1.4,4,9,4,5.6,4.9,5.3,53,122
40,2,1.8,4,15,3,9.7,6.6,8.3,34,191
40,2,1.8,4,24,3,9.8,6.7,8.4,34,193
40,2,2,4,8,0,7.8,5.6,6.9,41,185
40,2,2,4,25,0,7.8,5.3,6.7,42,182
40,2,3.6,6,8,4,11.9,8.5,10.4,27,239
40,11,2,4,15,4,11.5,9.3,10.5,27,242
40,11,2,4,25,4,13,9,11.2,25,258
40,11,2,4,15,4,11.7,9.4,10.7,26,246
40,12,3.6,6,17,4,14.1,10.4,12.4,23,292
40,12,3,6,17,0,11.8,8.1,10.2,28,277
41,0,3,6,15,3,12.8,8.9,11,26,253
41,0,2,4,17,3,9.8,6.6,8.4,34,193
41,0,2.5,5,15,3,11.6,8.2,10.1,28,232
41,0,2,4,17,4,10.1,7.3,8.9,32,205
41,0,3,6,15,3,12.9,9,11.2,25,258
41,2,2,4,17,3,9.8,6.6,8.4,34,193
41,2,3,6,15,3,12.9,9,11.2,25,258
41,11,2,4,17,3,9.8,7.6,8.8,32,202
41,11,2.5,5,15,3,11.8,8.5,10.3,27,237
41,9,3,6,15,3,12.8,8.9,11,26,253
41,9,2,4,17,3,9.8,6.6,8.4,34,193
41,9,2.5,5,15,3,11.6,8.2,10.1,28,232
41,9,3,6,15,3,12.9,9,11.2,25,258
41,11,3.2,6,15,3,13.1,9.5,11.5,25,264
41,11,2,4,17,3,9.8,7.6,8.8,32,202
41,11,2.5,5,15,3,13,9.4,11.4,25,262
41,11,2,4,17,4,10.7,7.8,9.4,30,216
41,11,3,6,15,3,13.6,9.9,11.9,24,274
41,11,3.2,6,15,3,13.1,9.1,11.3,25,260
41,11,2,4,17,3,9.8,7.6,8.8,32,202
41,11,3,6,15,3,13.6,9.9,11.9,24,274
0,0,2.4,4,10,4,9.3,6.6,8.1,35,189
0,11,3.5,6,18,4,12.7,9.1,11.1,25,254
0,11,3.5,6,18,4,12.2,9.1,10.7,26,251
0,11,3.5,6,15,4,12.4,8.6,10.7,26,249
0,2,3.5,6,15,4,11.9,7.7,10,28,235
0,2,3.5,6,9,4,8,7.5,7.7,37,180
0,0,2.4,4,10,4,9.6,6.6,8.3,34,196
0,0,3.5,6,18,4,11.2,7.5,9.6,29,226
1,13,1.8,4,8,4,9.7,6.9,8.4,34,197
2,3,5.9,12,3,4,18,12.6,15.6,18,365
2,10,6,12,5,4,16.8,10.9,14.2,20,332
2,3,6,12,5,4,17.6,11.4,14.8,19,346
2,13,4.7,8,9,4,17.4,11.3,14.7,19,343
2,13,4.7,8,25,4,18.1,12.3,15.5,18,362
2,13,4.7,8,9,4,17.4,11.3,14.7,19,343
2,13,4.7,8,25,4,18.1,12.3,15.5,18,362
2,13,4.7,8,9,4,17.4,11.3,14.7,19,343
2,13,4.7,8,25,4,18.1,12.3,15.5,18,362
2,13,6,12,9,4,19.5,12.8,16.5,17,390
3,10,1.8,4,8,3,10,7.1,8.7,32,204
3,10,2,4,8,3,9.8,7.2,8.6,33,201
3,10,2,4,8,3,10.1,7.5,8.9,32,208
3,0,2,4,23,4,9.9,7.6,8.9,32,212
3,0,2,4,17,4,11,7.8,9.6,29,224
3,0,2,4,25,4,10.6,7.3,9.1,31,214
3,9,2,4,17,4,11.2,8.4,9.9,29,232
3,10,2,4,17,4,11,7.8,9.6,29,224
3,10,2,4,25,4,10.6,7.3,9.1,31,214
3,10,2,4,17,4,11.3,8,9.8,29,230
3,2,2,4,17,4,10.8,7.3,9.2,31,211
3,2,3,6,17,4,11.6,7.9,9.9,29,232
3,2,3,6,17,0,9.4,6.2,7.8,36,213
3,2,3,6,17,4,11.6,7.9,9.9,29,232
3,2,3,6,17,0,9.4,6.2,7.8,36,213
3,2,3,6,17,4,12.6,8,10.5,27,247
3,2,4,8,17,4,12.9,8,10.7,26,249
3,2,3,6,17,0,9.8,6.5,8.4,34,224
3,1,4,8,17,4,13.1,8.3,10.9,26,255
3,1,6.3,12,17,4,17.8,10.8,14.6,19,344
3,0,2,4,15,4,12,8.2,10.3,27,242
3,0,2,4,15,4,11.9,8.4,10.3,27,240
3,11,2,4,17,4,12,8.5,10.4,27,244
3,11,3,6,17,4,13.2,9.2,11.4,25,267
3,11,3,6,17,0,10.2,7.8,9,31,244
3,11,2,4,17,4,9.8,7.9,8.9,32,209
3,2,4,8,17,4,16.6,9.4,13.3,21,313
3,10,2,4,8,4,10.1,7.7,9,31,211
3,0,3,6,9,4,13,8.5,11,26,257
3,0,3,6,25,4,13.8,9,11.7,24,273
3,10,3,6,9,4,13,8.5,11,26,257
3,10,3,6,25,4,13.8,9,11.7,24,273
3,10,3,6,9,4,13.3,9.1,11.4,25,266
3,2,4,8,9,4,13.3,8.8,11.3,25,263
3,2,4,8,9,4,13.4,8.8,11.4,25,265
3,2,4,8,17,4,15.7,9.4,12.8,22,300
3,11,3,6,17,4,14.1,9.9,12.2,23,285
3,10,2,4,8,3,10.1,7.8,9.1,31,209
3,13,2,4,8,3,10.1,7.8,9.1,31,209
3,10,2,4,8,4,10.3,8.6,9.5,30,222
4,0,4,8,17,4,16.1,9.4,13.1,22,307
4,0,6,12,17,4,18.9,11.2,15.4,18,360
4,10,4,8,17,4,17.7,10.3,14.4,20,337
4,10,6,12,17,4,19.6,11.7,16,18,375
4,2,4,8,17,4,17.7,10,14.2,20,334
4,2,6,12,17,4,20.3,11.9,16.5,17,388
4,2,6.8,8,17,4,21,13.1,17.5,16,408
5,10,2,4,17,4,9.9,6.5,8.4,34,197
5,10,2,4,25,4,10.7,7,9,31,211
5,10,2,4,17,4,10.4,6.8,8.8,32,207
5,10,2,4,17,4,10.5,6.9,8.9,32,209
5,0,2,4,17,4,9.9,6.5,8.4,34,197
5,0,2,4,25,4,10.7,7,9,31,211
5,0,2,4,17,4,10.4,6.8,8.8,32,207
5,0,2,4,17,0,7.7,5.7,6.8,42,183
5,9,2,4,17,0,7.7,5.7,6.8,42,183
5,0,2,4,17,4,10.5,6.9,8.9,32,209
5,1,2,4,17,4,10.5,6.9,8.9,32,209
5,9,2,4,17,4,10.5,6.9,8.9,32,209
5,1,3,6,17,4,12,7.9,10.2,28,238
5,0,3,6,17,4,10.9,7.2,9.3,30,217
5,0,3,6,25,4,11.6,7.8,9.9,29,231
5,0,3,6,17,4,10.9,7.3,9.3,30,216
5,0,3,6,25,4,11.9,8.3,10.3,27,241
5,10,2,4,17,4,10.8,6.7,8.9,32,211
5,0,2,4,17,4,9.9,6.5,8.4,34,197
5,0,2,4,25,4,10.7,7,9,31,211
5,0,2,4,17,4,10.8,6.7,8.9,32,211
5,0,2,4,25,4,10.9,6.8,9,31,210
5,10,2,4,17,4,11.3,7.1,9.4,30,221
5,0,2,4,17,4,10.5,6.9,8.9,32,209
5,0,2,4,17,4,10.5,6.9,8.9,32,209
5,10,3,6,17,4,11.8,7.6,9.9,29,232
5,0,3,6,17,4,11.6,7.7,9.9,29,232
5,0,3,6,25,4,12.1,8.4,10.5,27,246
5,10,3,6,17,4,11.9,8.1,10.2,28,238
5,0,3,6,17,4,12,7.9,10.2,28,238
5,0,3,6,25,4,12.3,8.4,10.5,27,247
5,0,3,6,17,4,12,7.9,10.2,28,238
5,2,2,4,17,4,10.5,6.9,8.9,32,209
5,2,3,6,17,0,9.2,6.3,7.9,36,212
5,2,3,6,17,4,11.9,8.1,10.2,28,238
5,1,3,6,17,4,13,9.1,11.2,25,263
5,2,4.4,8,17,4,14.4,9.6,12.3,23,288
5,1,4.4,8,17,4,14.3,9.3,12.1,23,283
5,10,3,6,17,4,11.9,8.1,10.2,28,238
5,0,3,6,17,4,11.9,8.1,10.2,28,238
5,10,4.4,8,17,4,14.3,9.3,12.1,23,283
5,0,4.4,8,17,4,14.4,9.6,12.3,23,288
5,0,4.4,8,17,4,14.3,9.3,12.1,23,283
5,1,4.4,8,17,4,14.3,9.3,12.1,23,283
5,1,4.4,8,17,4,14.3,9.3,12.1,23,283
5,2,3,6,17,4,10.6,7.9,9.4,30,219
5,0,4.4,8,17,4,14.3,9.3,12.1,23,283
5,10,3,6,9,4,11.8,8.8,10.4,27,244
5,10,3,6,25,4,12.7,9.2,11.1,25,260
5,10,3,6,17,4,11.6,7.7,9.9,29,232
5,10,3,6,25,4,11.9,8.6,10.4,27,245
5,10,3,6,17,4,11.6,7.7,9.9,29,232
5,10,3,6,25,4,12.1,8.4,10.5,27,246
5,10,3,6,17,4,12,7.9,10.2,28,238
5,10,3,6,17,4,12,7.9,10.2,28,238
5,0,3,6,9,4,14.1,9.7,12.1,23,284
5,0,3,6,25,4,13.7,9,11.6,24,271
5,10,3,6,9,4,14.2,9.6,12.1,23,282
5,10,3,6,25,4,14.1,9,11.8,24,278
5,0,3,6,9,4,14.1,9.7,12.1,23,284
5,0,3,6,25,4,13.7,9,11.6,24,271
5,2,4.4,8,9,4,17.3,11.5,14.7,19,344
5,2,4.4,8,25,4,16.1,10.9,13.7,21,321
5,0,4.4,8,9,4,17.3,11.5,14.7,19,344
5,0,4.4,8,25,4,16.1,10.9,13.7,21,321
5,10,4.4,8,9,4,17.3,11.5,14.7,19,344
5,10,4.4,8,25,4,16.1,10.9,13.7,21,321
5,0,4.4,8,9,4,17.3,11.5,14.7,19,344
5,0,4.4,8,25,4,16.1,10.9,13.7,21,321
5,11,2,4,17,4,10.7,7.4,9.2,31,215
5,11,2,4,17,0,8.6,6.9,7.9,36,211
5,11,2,4,17,4,11.1,8.4,9.9,29,231
5,11,3,6,17,4,12.7,8.8,10.9,26,257
5,11,3,6,17,4,12.8,9.5,11.3,25,264
5,11,2,4,17,4,11.7,8.4,10.2,28,238
5,11,3,6,17,4,12.7,8.8,10.9,26,257
5,12,4.4,8,17,4,16.6,12.1,14.6,19,343
5,12,3,6,17,0,10,7.6,8.9,32,233
5,12,3,6,17,4,13,9.7,11.5,25,269
5,12,4.4,8,17,4,15.7,11.4,13.8,20,322
5,12,4.4,8,17,4,16.6,12.1,14.6,19,343
5,12,3,6,17,4,13,9.7,11.5,25,269
5,12,4.4,8,17,4,15.7,11.4,13.8,20,322
5,13,2,4,17,4,10.7,7.1,9.1,31,212
5,13,2,4,25,4,10.7,7,9,31,211
5,13,3,6,9,4,13.7,10,12.1,23,282
5,13,3,6,9,4,13.7,10,12.1,23,282
7,12,3.6,6,3,3,15.8,10.6,13.4,21,315
7,12,3.6,6,3,3,16.1,10.8,13.7,21,323
7,11,1.4,4,15,3,9.5,7.2,8.5,33,199
7,11,1.4,4,15,3,10.2,8,9.2,31,215
7,11,1.4,4,15,3,8.5,6.9,7.8,36,182
7,11,1.4,4,15,3,8.9,7.4,8.2,34,192
7,11,2,4,3,4,11.8,9.1,10.6,27,248
7,2,3.6,6,15,3,13.7,8.6,11.4,25,268
7,2,3.6,6,15,1,18.7,12.4,15.8,18,260
7,2,2.4,4,15,3,9.6,6.5,8.2,34,193
7,2,3.6,6,15,3,13.8,9,11.7,24,274
7,2,3.6,6,15,1,18.5,12.5,15.8,18,263
7,2,2,4,15,4,11.4,7.9,9.8,29,231
7,2,2,4,25,4,11.6,7.6,9.8,29,230
7,2,2.4,4,15,3,9.6,6.5,8.2,34,193
7,2,2,4,15,4,12.4,8.7,10.7,26,252
7,0,2,4,15,4,11.4,7.9,9.8,29,231
7,0,2,4,25,4,11.6,7.6,9.8,29,230
7,0,2.4,4,15,3,11.3,7.4,9.6,29,224
8,0,2,4,17,4,10.5,7.6,9.2,31,215
8,0,2,4,25,4,12,8.1,10.3,27,240
8,0,2.5,4,17,3,10.6,7.3,9.1,31,214
8,0,3.6,6,17,3,11.6,7.9,9.9,29,233
8,0,2,4,17,4,10.8,7.8,9.4,30,221
8,0,3.6,6,17,3,12.2,8.5,10.5,27,247
8,0,3.6,6,17,4,14.7,9.8,12.5,23,293
8,0,3.6,6,25,4,14.2,10.2,12.4,23,289
8,1,2,4,17,4,11,7.6,9.5,30,222
8,1,3,6,17,4,13,9,11.2,25,263
8,1,3.6,6,17,3,12.8,8.7,11,26,257
8,2,2,4,17,4,11,7.6,9.5,30,221
8,2,3.6,6,17,3,11.6,7.9,9.9,29,233
8,2,2,4,17,4,11.2,8.1,9.8,29,229
8,2,3.6,6,17,3,12.2,8.5,10.5,27,247
8,2,3.6,6,17,4,14.7,9.8,12.5,23,293
8,2,6.2,8,17,4,16.6,11.1,14.1,20,332
8,12,6.2,8,5,4,16,11.2,13.9,20,325
8,12,3.6,6,15,3,14.2,9.8,12.3,23,287
8,12,3.6,6,15,3,14.8,10.4,12.8,22,300
8,1,3.6,6,15,3,13.6,8.6,11.3,25,263
8,1,3.6,6,15,3,13.9,8.9,11.6,24,273
8,1,3.6,6,15,4,15,10.2,12.8,22,302
9,0,2,4,17,4,10.9,7.5,9.3,30,218
9,0,2,4,25,4,11.4,7.9,9.8,29,229
9,0,3.6,6,17,3,12.3,8.5,10.6,27,248
9,0,3.6,6,25,3,13.2,8.7,11.2,25,261
9,0,6.2,8,17,4,14.2,8.4,11.6,24,272
9,0,6.2,8,25,4,14.3,9.4,12.1,23,284
9,7,2,4,19,3,9.7,9,9.4,30,220
9,5,2.5,4,3,3,11.9,8.9,10.5,27,247
9,5,2.5,4,25,3,12.2,9.1,10.8,26,253
9,5,2.8,4,3,0,10.8,7.7,9.4,30,252
9,5,3.6,6,3,3,13,9.2,11.3,25,265
9,5,2.5,4,3,3,12.7,9.6,11.3,25,265
9,5,2.8,4,3,0,12,8.2,10.3,27,277
9,5,3.6,6,3,3,13.6,9.9,11.9,24,279
9,13,6.2,8,17,4,14.6,8.1,11.7,24,275
9,13,6.2,8,26,4,13.7,8.2,11.2,25,263
9,13,6.2,8,17,4,17.7,10.2,14.3,20,335
9,13,6.2,8,26,4,15.7,10.6,13.4,21,313
9,0,1.4,4,15,3,7.8,5.6,6.8,42,159
9,0,1.4,4,25,3,8.2,5.8,7.1,40,167
9,0,1.4,4,15,3,7.8,5.9,6.9,41,160
9,2,1.4,4,15,3,9.1,6.3,7.8,36,184
9,2,1.4,4,25,3,9,6.2,7.8,36,182
9,2,1.8,4,15,3,10.5,6.8,8.8,32,207
9,2,1.8,4,25,3,9.4,6.6,8.1,35,190
9,2,1.4,4,3,3,9,6.1,7.7,37,181
9,2,1.4,4,25,3,8.4,5.6,7.1,40,167
9,11,2.4,4,3,3,10.5,7.3,9.1,31,214
9,11,3.6,6,3,3,14.2,9.5,12.1,23,285
9,11,2.4,4,3,3,10.5,7.3,9.1,31,214
9,11,2.4,4,3,1,15.6,10.8,13.4,21,221
9,11,2.4,4,3,3,11.5,8.2,10,28,235
9,11,3.6,6,3,3,14.9,10.1,12.8,22,300
9,11,2.4,4,3,3,11.5,8.2,10,28,235
9,11,2.4,4,3,1,16.3,11.6,14.2,20,236
9,15,6,8,3,3,22,14.9,18.8,15,441
9,15,6,8,3,3,23,16,19.8,14,465
9,1,2.5,4,15,3,10.6,7.5,9.2,31,215
9,1,3.6,6,15,3,12.5,8.2,10.6,27,248
9,1,3.6,6,15,1,17,11.5,14.5,19,239
9,2,3.6,6,15,3,13.9,9.3,11.9,24,272
9,2,3.6,6,15,2,15.2,9.5,12.7,22,213
9,2,1.5,4,3,3,8.7,6.3,7.6,37,179
9,2,2,4,17,4,10.6,7.1,9,31,211
9,2,2.5,4,15,3,10,7,8.6,33,202
9,2,1.8,4,19,3,5,5.1,5.1,55,122
9,6,5.3,8,3,3,14.6,10.4,12.7,22,298
9,6,6.2,8,5,4,16.1,11.4,14,20,328
9,6,4.3,6,3,3,13.5,10,11.9,24,280
9,6,4.3,6,3,1,19.3,14.4,17.1,17,284
